TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2023,6,12,2,51,44XX W 10TH AVE,West Point Grey,484906.0384,5456799.24
Break and Enter Commercial,2023,6,12,3,8,44XX W 10TH AVE,West Point Grey,484961.2524,5456806.979
Break and Enter Commercial,2023,7,5,3,45,45XX DUNBAR ST,Dunbar-Southlands,486512.8254,5454742.686
Break and Enter Commercial,2023,7,26,5,20,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.743
Break and Enter Commercial,2023,5,26,12,0,45XX W 10TH AVE,West Point Grey,484686.5259,5456813.97
Break and Enter Commercial,2023,5,24,19,30,45XX W 10TH AVE,West Point Grey,484703.0892,5456804.403
Break and Enter Commercial,2023,10,26,11,0,46XX W 10TH AVE,West Point Grey,484538.0404,5456817.794
Break and Enter Commercial,2023,3,24,17,0,4XX NANAIMO ST,Hastings-Sunrise,495891.8794,5458651.112
Break and Enter Commercial,2023,9,24,20,0,55XX DUNBAR ST,Dunbar-Southlands,486507.2174,5453711.832
Break and Enter Commercial,2023,11,16,4,15,56XX DUNBAR ST,Dunbar-Southlands,486514.5452,5453640.728
Break and Enter Commercial,2023,1,30,13,37,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7933,5453544.306
Break and Enter Commercial,2023,11,6,13,0,57XX EAST BLVD,Kerrisdale,488720.8862,5453520.683
Break and Enter Commercial,2023,6,1,3,20,63XX EAST BLVD,Kerrisdale,488704.8349,5452910.585
Break and Enter Commercial,2023,10,10,3,4,64XX EAST BLVD,Kerrisdale,488735.0834,5452774.709
Break and Enter Commercial,2023,4,17,6,32,6XX PIPELINE RD,Stanley Park,490124.2541,5460764.881
Break and Enter Commercial,2023,12,13,5,3,7X N RENFREW ST,Hastings-Sunrise,496792.7066,5459186.58
Break and Enter Commercial,2023,9,30,22,30,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.827
Break and Enter Commercial,2023,2,4,10,30,9XX COMMERCIAL DR,Grandview-Woodland,494949.0815,5458160.625
Break and Enter Residential/Other,2023,1,7,5,0,11XX NOOTKA ST,Hastings-Sunrise,496992.1971,5457965.375
Break and Enter Residential/Other,2023,4,13,10,59,12XX KAMLOOPS ST,Hastings-Sunrise,496017.8021,5457847.463
Break and Enter Residential/Other,2023,1,14,13,0,13XX COTTON DR,Grandview-Woodland,494793.0636,5457780.88
Break and Enter Residential/Other,2023,5,30,13,49,13XX E 2ND AVE,Grandview-Woodland,494439.8146,5457339.048
Break and Enter Residential/Other,2023,4,2,9,30,13XX E 7TH AVE,Grandview-Woodland,494408.6279,5456836.666
Break and Enter Residential/Other,2023,4,25,22,30,13XX E 7TH AVE,Grandview-Woodland,494408.6279,5456836.666
Break and Enter Residential/Other,2023,9,16,4,15,13XX E 8TH AVE,Grandview-Woodland,494401.9637,5456727.444
Break and Enter Residential/Other,2023,9,25,7,30,13XX E BROADWAY AVE,Grandview-Woodland,494409.22,5456632.177
Break and Enter Residential/Other,2023,11,23,20,4,13XX GRAVELEY ST,Grandview-Woodland,494428.907,5457540.523
Break and Enter Residential/Other,2023,1,16,8,0,13XX VENABLES ST,Grandview-Woodland,494459.7386,5458228.586
Break and Enter Residential/Other,2023,9,28,9,0,14XX E 7TH AVE,Grandview-Woodland,494561.3291,5456833.554
Break and Enter Residential/Other,2023,3,3,17,30,14XX E 8TH AVE,Grandview-Woodland,494581.3671,5456733.446
Break and Enter Residential/Other,2023,4,29,13,15,14XX E 8TH AVE,Grandview-Woodland,494598.0379,5456733.129
Break and Enter Residential/Other,2023,9,1,18,0,14XX KAMLOOPS ST,Hastings-Sunrise,496016.7989,5457721.265
Break and Enter Residential/Other,2023,9,13,21,0,14XX KAMLOOPS ST,Hastings-Sunrise,496017.1999,5457683.324
Break and Enter Residential/Other,2023,4,4,3,20,14XX MAPLE ST,Kitsilano,489079.5285,5457838.861
Break and Enter Residential/Other,2023,12,20,15,0,14XX VENABLES ST,Grandview-Woodland,494587.327,5458226.252
Break and Enter Residential/Other,2023,6,9,16,30,15XX E 4TH AVE,Grandview-Woodland,494668.8439,5457123.496
Break and Enter Residential/Other,2023,10,23,2,0,15XX E 4TH AVE,Grandview-Woodland,494695.6881,5457132.423
Break and Enter Residential/Other,2023,9,3,9,30,15XX E 4TH AVE,Grandview-Woodland,494735.7596,5457122.948
Break and Enter Residential/Other,2023,3,12,14,19,15XX E 5TH AVE,Grandview-Woodland,494753.1613,5457034.368
Break and Enter Residential/Other,2023,2,3,4,1,15XX E BROADWAY AVE,Grandview-Woodland,494708.6916,5456627.951
Break and Enter Residential/Other,2023,9,19,6,54,15XX E PENDER ST,Grandview-Woodland,494641.6748,5458616.443
Break and Enter Residential/Other,2023,4,24,5,36,15XX GRAVELEY ST,Grandview-Woodland,494675.8894,5457527.705
Break and Enter Residential/Other,2023,10,12,12,0,15XX GRAVELEY ST,Grandview-Woodland,494697.2646,5457536.514
Break and Enter Residential/Other,2023,9,21,19,8,15XX GRAVELEY ST,Grandview-Woodland,494700.8464,5457527.312
Break and Enter Residential/Other,2023,11,20,16,3,15XX MCLEAN DR,Grandview-Woodland,494520.1285,5457585.485
Break and Enter Residential/Other,2023,8,19,15,17,15XX POWELL ST,Grandview-Woodland,494635.2109,5458946.142
Break and Enter Residential/Other,2023,3,11,0,0,15XX SALSBURY DR,Grandview-Woodland,495071.4408,5457601.243
Break and Enter Residential/Other,2023,8,4,16,16,15XX W 57TH AVE,Kerrisdale,489610.323,5451859.862
Break and Enter Residential/Other,2023,2,10,5,0,15XX W 57TH AVE,Kerrisdale,489633.457,5451858.925
Break and Enter Residential/Other,2023,4,15,2,15,15XX W 57TH AVE,Kerrisdale,489633.457,5451858.925
Break and Enter Residential/Other,2023,4,28,4,38,15XX W 57TH AVE,Kerrisdale,489633.457,5451858.925
Break and Enter Residential/Other,2023,4,4,12,0,15XX W 57TH AVE,Kerrisdale,489756.3909,5451853.947
Break and Enter Residential/Other,2023,9,11,14,56,15XX WOODLAND DR,Grandview-Woodland,494652.1964,5457577.625
Break and Enter Residential/Other,2023,1,17,19,42,16XX COMMERCIAL DR,Grandview-Woodland,494927.9168,5457487.052
Break and Enter Residential/Other,2023,8,16,14,2,16XX E 3RD AVE,Grandview-Woodland,494862.5384,5457224.385
Break and Enter Residential/Other,2023,12,31,16,30,16XX E 6TH AVE,Grandview-Woodland,494832.7681,5456932.751
Break and Enter Residential/Other,2023,3,31,16,30,16XX FRANCES ST,Grandview-Woodland,494774.4042,5458513.789
Break and Enter Residential/Other,2023,1,1,1,0,16XX PANDORA ST,Grandview-Woodland,494759.8684,5458934.095
Break and Enter Residential/Other,2023,9,17,11,5,16XX SALSBURY DR,Grandview-Woodland,495070.3166,5457506.044
Break and Enter Residential/Other,2023,12,30,0,0,16XX VICTORIA DR,Grandview-Woodland,495211.7972,5457495.371
Break and Enter Residential/Other,2023,2,27,10,30,17XX COMMERCIAL DR,Grandview-Woodland,494926.7606,5457395.426
Break and Enter Residential/Other,2023,8,9,12,0,17XX COTTON DR,Grandview-Woodland,494797.1979,5457384.293
Break and Enter Residential/Other,2023,10,10,21,15,17XX COTTON DR,Grandview-Woodland,494797.4001,5457401.325
Break and Enter Residential/Other,2023,9,17,11,5,17XX E 1ST AVE,Grandview-Woodland,495024.1945,5457429.827
Break and Enter Residential/Other,2023,2,4,1,0,17XX E 6TH AVE,Grandview-Woodland,494955.1421,5456921.436
Break and Enter Residential/Other,2023,2,7,5,19,17XX E GEORGIA ST,Grandview-Woodland,494905.7161,5458420.534
Break and Enter Residential/Other,2023,3,24,17,0,17XX E PENDER ST,Grandview-Woodland,494896.9514,5458611.913
Break and Enter Residential/Other,2023,3,9,6,59,17XX GRANDVIEW HWY N,Grandview-Woodland,495113.2214,5456648.134
Break and Enter Residential/Other,2023,5,8,5,0,17XX MCLEAN DR,Grandview-Woodland,494508.2892,5457408.154
Break and Enter Residential/Other,2023,5,6,1,20,17XX TRUTCH ST,Kitsilano,487218.1269,5457594.85
Break and Enter Residential/Other,2023,6,19,4,0,17XX W 57TH AVE,Kerrisdale,489253.1377,5451865.975
Break and Enter Residential/Other,2023,2,6,7,20,17XX WATERLOO ST,Kitsilano,486930.197,5457620.939
Break and Enter Residential/Other,2023,10,15,3,40,18XX ADANAC ST,Grandview-Woodland,495157.1856,5458315.105
Break and Enter Residential/Other,2023,3,14,15,38,18XX DRUMMOND DR,West Point Grey,483944.1921,5457595.298
Break and Enter Residential/Other,2023,11,12,22,59,18XX E 1ST AVE,Grandview-Woodland,495086.42,5457419.638
Break and Enter Residential/Other,2023,3,17,13,0,18XX FRANCES ST,Grandview-Woodland,495097.1998,5458515.993
Break and Enter Residential/Other,2023,8,24,11,37,18XX FRANCES ST,Grandview-Woodland,495142.7393,5458505.905
Break and Enter Residential/Other,2023,12,31,3,0,18XX GRAVELEY ST,Grandview-Woodland,495113.1622,5457523.695
Break and Enter Residential/Other,2023,12,30,21,0,18XX GRAVELEY ST,Grandview-Woodland,495161.0889,5457522.434
Break and Enter Residential/Other,2023,12,19,23,4,18XX LARCH ST,Kitsilano,488194.9242,5457453.258
Break and Enter Residential/Other,2023,9,19,13,23,18XX MAPLE ST,Kitsilano,489066.8707,5457446.629
Break and Enter Residential/Other,2023,1,8,5,0,18XX SW MARINE DR,Kerrisdale,489112.8632,5450845.546
Break and Enter Residential/Other,2023,12,1,16,0,18XX SW MARINE DR,Kerrisdale,489151.5294,5450770.327
Break and Enter Residential/Other,2023,11,7,10,0,18XX TRAFALGAR ST,Kitsilano,488037.8412,5457443.43
Break and Enter Residential/Other,2023,7,31,17,45,18XX VENABLES ST,Grandview-Woodland,495080.3951,5458217.274
Break and Enter Residential/Other,2023,3,4,0,39,18XX W 60TH AVE,Kerrisdale,489106.8143,5451602.722
Break and Enter Residential/Other,2023,7,4,23,20,18XX W 8TH AVE,Kitsilano,489305.2894,5456891.802
Break and Enter Residential/Other,2023,10,17,12,45,19XX CREELMAN AVE,Kitsilano,489235.146,5457982.265
Break and Enter Residential/Other,2023,5,15,4,10,19XX E 6TH AVE,Grandview-Woodland,495237.55,5456926.735
Break and Enter Residential/Other,2023,10,19,19,0,19XX E 6TH AVE,Grandview-Woodland,495280.3889,5456916.781
Break and Enter Residential/Other,2023,4,1,5,25,19XX E 8TH AVE,Grandview-Woodland,495226.5229,5456716.962
Break and Enter Residential/Other,2023,3,13,16,23,19XX E 8TH AVE,Grandview-Woodland,495301.5099,5456725.03
Break and Enter Residential/Other,2023,5,21,20,15,19XX HIGHBURY ST,West Point Grey,486346.3692,5457356.116
Break and Enter Residential/Other,2023,6,9,16,0,19XX MCNICOLL AVE,Kitsilano,489119.513,5458180.608
Break and Enter Residential/Other,2023,1,17,19,52,19XX NAPIER ST,Grandview-Woodland,495340.0312,5458003.405
Break and Enter Residential/Other,2023,2,5,17,0,19XX SW MARINE DR,Kerrisdale,488974.8998,5451054.654
Break and Enter Residential/Other,2023,2,10,16,47,19XX SW MARINE DR,Kerrisdale,488974.8998,5451054.654
Break and Enter Residential/Other,2023,1,28,12,14,19XX W 3RD AVE,Kitsilano,489127.941,5457372.628
Break and Enter Residential/Other,2023,9,29,0,0,19XX W 3RD AVE,Kitsilano,489185.0912,5457371.22
Break and Enter Residential/Other,2023,3,18,10,47,19XX W 41ST AVE,Kerrisdale,488949.2554,5453534.096
Break and Enter Residential/Other,2023,6,14,18,0,19XX W 42ND AVE,Kerrisdale,488989.1124,5453421.89
Break and Enter Residential/Other,2023,6,21,17,0,19XX W 42ND AVE,Kerrisdale,488993.4966,5453430.808
Break and Enter Residential/Other,2023,2,9,8,45,19XX W 44TH AVE,Kerrisdale,488988.7532,5453236.512
Break and Enter Residential/Other,2023,3,11,5,40,19XX W 6TH AVE,Kitsilano,489073.7828,5457074.028
Break and Enter Residential/Other,2023,9,17,1,0,19XX W 7TH AVE,Kitsilano,489181.8579,5456978.032
Break and Enter Residential/Other,2023,5,20,13,0,19XX W 8TH AVE,Kitsilano,489187.9241,5456894.994
Break and Enter Residential/Other,2023,11,11,18,0,19XX WHYTE AVE,Kitsilano,489117.0841,5458073.58
Break and Enter Residential/Other,2023,3,4,17,0,1XX TEMPLETON DR,Grandview-Woodland,495652.214,5458944.454
Break and Enter Residential/Other,2023,7,19,6,15,20XX BLANCA ST,West Point Grey,484352.4952,5457317.496
Break and Enter Residential/Other,2023,4,15,7,0,20XX E 2ND AVE,Grandview-Woodland,495490.4134,5457326.016
Break and Enter Residential/Other,2023,7,16,10,0,20XX E BROADWAY AVE,Grandview-Woodland,495469.4679,5456617.366
Break and Enter Residential/Other,2023,12,17,20,0,20XX FERNDALE ST,Grandview-Woodland,495395.9349,5458542.842
Break and Enter Residential/Other,2023,2,3,0,0,20XX FRANKLIN ST,Grandview-Woodland,495436.3752,5458824.424
Break and Enter Residential/Other,2023,3,14,6,0,20XX GRAVELEY ST,Grandview-Woodland,495481.0255,5457516.794
Break and Enter Residential/Other,2023,10,4,10,0,20XX KITCHENER ST,Grandview-Woodland,495421.8815,5457699.264
Break and Enter Residential/Other,2023,4,26,15,15,20XX W 43RD AVE,Kerrisdale,488879.4904,5453336.504
Break and Enter Residential/Other,2023,5,9,0,0,20XX W 4TH AVE,Kitsilano,489015.6955,5457274.389
Break and Enter Residential/Other,2023,6,8,14,45,20XX W 61ST AVE,Kerrisdale,488834.8489,5451487.238
Break and Enter Residential/Other,2023,5,10,0,0,20XX W 8TH AVE,Kitsilano,488933.768,5456893.248
Break and Enter Residential/Other,2023,4,13,12,0,21XX CASSIAR ST,Hastings-Sunrise,497748.9482,5456977.593
Break and Enter Residential/Other,2023,8,13,2,30,21XX E 6TH AVE,Grandview-Woodland,495626.234,5456912.589
Break and Enter Residential/Other,2023,8,22,2,0,21XX E 7TH AVE,Grandview-Woodland,495511.0295,5456816.549
Break and Enter Residential/Other,2023,8,22,9,0,21XX E PENDER ST,Grandview-Woodland,495577.7525,5458615.42
Break and Enter Residential/Other,2023,4,9,21,46,21XX E PENDER ST,Grandview-Woodland,495591.2393,5458606.231
Break and Enter Residential/Other,2023,6,26,2,5,21XX OXFORD ST,Grandview-Woodland,495634.959,5459224.294
Break and Enter Residential/Other,2023,2,18,7,30,21XX W 3RD AVE,Kitsilano,488767.6768,5457372.11
Break and Enter Residential/Other,2023,8,14,13,1,21XX W 42ND AVE,Kerrisdale,488486.2043,5453446.482
Break and Enter Residential/Other,2023,8,4,13,3,21XX WALL ST,Grandview-Woodland,495544.2928,5459360.663
Break and Enter Residential/Other,2023,12,19,19,45,22XX BLENHEIM ST,Kitsilano,487072.9334,5457117.501
Break and Enter Residential/Other,2023,10,10,5,59,22XX BLENHEIM ST,Kitsilano,487072.9999,5457119.404
Break and Enter Residential/Other,2023,7,14,13,0,22XX CAMBRIDGE ST,Grandview-Woodland,495737.3128,5459323.918
Break and Enter Residential/Other,2023,1,11,22,0,22XX CAMBRIDGE ST,Grandview-Woodland,495755.7513,5459314.474
Break and Enter Residential/Other,2023,3,21,2,0,22XX CASSIAR ST,Hastings-Sunrise,497748.1637,5456793.736
Break and Enter Residential/Other,2023,3,27,16,30,22XX CASSIAR ST,Hastings-Sunrise,497748.1637,5456793.736
Break and Enter Residential/Other,2023,5,6,14,0,22XX DUNDAS ST,Grandview-Woodland,495737.8653,5459122.388
Break and Enter Residential/Other,2023,8,12,21,0,22XX GARDEN DR,Grandview-Woodland,495776.6906,5456884.841
Break and Enter Residential/Other,2023,2,19,9,0,22XX OXFORD ST,Grandview-Woodland,495730.2388,5459214.564
Break and Enter Residential/Other,2023,6,17,17,30,22XX TRIUMPH ST,Grandview-Woodland,495701.0497,5459014.698
Break and Enter Residential/Other,2023,11,21,9,30,22XX VENABLES ST,Grandview-Woodland,495722.3187,5458200.756
Break and Enter Residential/Other,2023,4,12,7,19,22XX W 14TH AVE,Kitsilano,488656.5092,5456288.603
Break and Enter Residential/Other,2023,1,28,7,0,22XX W 2ND AVE,Kitsilano,488697.2879,5457480.961
Break and Enter Residential/Other,2023,1,19,6,45,22XX W 49TH AVE,Kerrisdale,488353.2023,5452722.94
Break and Enter Residential/Other,2023,3,24,22,4,22XX WILLIAM ST,Grandview-Woodland,495735.4072,5457896.911
Break and Enter Residential/Other,2023,1,8,19,8,23XX CASSIAR ST,Hastings-Sunrise,497747.9731,5456749.589
Break and Enter Residential/Other,2023,9,30,18,38,23XX CLARK DR,Grandview-Woodland,494366.6776,5456822.184
Break and Enter Residential/Other,2023,4,9,23,0,23XX HERMON DR,Hastings-Sunrise,497758.3793,5456700.428
Break and Enter Residential/Other,2023,1,27,18,30,23XX KITCHENER ST,Grandview-Woodland,495821.3622,5457695.152
Break and Enter Residential/Other,2023,2,2,7,0,23XX OXFORD ST,Grandview-Woodland,495826.6911,5459213.727
Break and Enter Residential/Other,2023,1,4,14,0,23XX TRINITY ST,Grandview-Woodland,495823.8786,5459616.01
Break and Enter Residential/Other,2023,4,28,23,22,23XX W 13TH AVE,Kitsilano,488457.2974,5456394.483
Break and Enter Residential/Other,2023,6,26,16,0,23XX W 15TH AVE,Kitsilano,488368.1306,5456190.128
Break and Enter Residential/Other,2023,11,8,19,17,23XX W 47TH AVE,Kerrisdale,488302.0494,5452940.017
Break and Enter Residential/Other,2023,5,6,17,30,23XX W 5TH AVE,Kitsilano,488428.0841,5457195.014
Break and Enter Residential/Other,2023,6,30,16,0,23XX W 5TH AVE,Kitsilano,488460.9852,5457194.004
Break and Enter Residential/Other,2023,8,25,17,30,23XX W 5TH AVE,Kitsilano,488510.3395,5457192.493
Break and Enter Residential/Other,2023,10,1,3,30,23XX W 7TH AVE,Kitsilano,488420.3899,5456997.947
Break and Enter Residential/Other,2023,4,11,11,0,23XX W 8TH AVE,Kitsilano,488519.6555,5456902.216
Break and Enter Residential/Other,2023,3,12,23,0,24XX CAMBRIDGE ST,Hastings-Sunrise,495966.9822,5459337.206
Break and Enter Residential/Other,2023,2,3,3,35,24XX CORNWALL AVE,Kitsilano,488341.2922,5457784.479
Break and Enter Residential/Other,2023,2,8,14,26,24XX E 1ST AVE,Hastings-Sunrise,495975.3076,5457402.604
Break and Enter Residential/Other,2023,4,25,7,30,24XX MCGILL ST,Hastings-Sunrise,496010.4728,5459550.573
Break and Enter Residential/Other,2023,1,28,0,35,24XX TRIUMPH ST,Hastings-Sunrise,495934.8501,5459022.788
Break and Enter Residential/Other,2023,7,2,5,53,24XX TURNER ST,Hastings-Sunrise,495989.6991,5458480.087
Break and Enter Residential/Other,2023,9,11,20,20,24XX W 4TH AVE,Kitsilano,488241.7607,5457296.627
Break and Enter Residential/Other,2023,4,12,23,6,24XX WILLIAM ST,Hastings-Sunrise,495980.1547,5457928.765
Break and Enter Residential/Other,2023,10,28,4,0,25XX CARNARVON ST,Kitsilano,487476.7036,5456809.644
Break and Enter Residential/Other,2023,7,20,4,30,25XX DUNDAS ST,Hastings-Sunrise,496134.5371,5459110.616
Break and Enter Residential/Other,2023,7,19,23,0,25XX DUNDAS ST,Hastings-Sunrise,496192.8415,5459110.851
Break and Enter Residential/Other,2023,9,7,9,0,25XX E 6TH AVE,Hastings-Sunrise,496191.4868,5456895.435
Break and Enter Residential/Other,2023,5,20,18,0,25XX E GEORGIA ST,Hastings-Sunrise,496208.5401,5458398.225
Break and Enter Residential/Other,2023,5,22,14,0,25XX ETON ST,Hastings-Sunrise,496121.3254,5459439.05
Break and Enter Residential/Other,2023,7,28,0,0,25XX FRANKLIN ST,Hastings-Sunrise,496119.96,5458818.568
Break and Enter Residential/Other,2023,6,17,12,0,25XX MCGILL ST,Hastings-Sunrise,496188.1539,5459558.015
Break and Enter Residential/Other,2023,3,7,23,0,25XX NAPIER ST,Hastings-Sunrise,496194.9193,5458020.916
Break and Enter Residential/Other,2023,6,6,23,32,25XX OXFORD ST,Hastings-Sunrise,496073.0976,5459221.337
Break and Enter Residential/Other,2023,8,14,3,53,25XX VINE ST,Kitsilano,488525.6882,5456782.268
Break and Enter Residential/Other,2023,10,14,19,0,25XX W 8TH AVE,Kitsilano,488064.6731,5456923.019
Break and Enter Residential/Other,2023,3,8,9,42,26XX NAPIER ST,Hastings-Sunrise,496228.7201,5458029.966
Break and Enter Residential/Other,2023,6,29,21,37,26XX TRIUMPH ST,Hastings-Sunrise,496337,5459021
Break and Enter Residential/Other,2023,8,2,23,30,27XX ADANAC ST,Hastings-Sunrise,496459.5448,5458298.335
Break and Enter Residential/Other,2023,11,18,0,0,27XX ALMA ST,West Point Grey,486468.3336,5456652.086
Break and Enter Residential/Other,2023,4,2,2,30,27XX E 3RD AVE,Hastings-Sunrise,496426.1797,5457209.007
Break and Enter Residential/Other,2023,1,3,0,3,27XX GRAVELEY ST,Hastings-Sunrise,496434.2576,5457515.046
Break and Enter Residential/Other,2023,9,23,11,59,27XX MCGILL ST,Hastings-Sunrise,496594.5747,5459557.631
Break and Enter Residential/Other,2023,7,13,19,0,27XX POINT GREY RD,Kitsilano,487895.0909,5457730.258
Break and Enter Residential/Other,2023,10,28,18,0,27XX TURNER ST,Hastings-Sunrise,496454.9125,5458488.57
Break and Enter Residential/Other,2023,5,25,12,0,27XX VENABLES ST,Hastings-Sunrise,496534.0585,5458205.943
Break and Enter Residential/Other,2023,12,15,0,0,27XX W 1ST AVE,Kitsilano,487827.7673,5457603.904
Break and Enter Residential/Other,2023,11,18,19,48,27XX W 49TH AVE,Kerrisdale,487853.1992,5452743.418
Break and Enter Residential/Other,2023,5,30,9,0,27XX W 50TH AVE,Kerrisdale,487791.2157,5452661.196
Break and Enter Residential/Other,2023,2,13,0,0,27XX WALL ST,Hastings-Sunrise,496552.342,5459891.301
Break and Enter Residential/Other,2023,1,11,3,0,28XX ADANAC ST,Hastings-Sunrise,496637.5327,5458296.109
Break and Enter Residential/Other,2023,12,2,22,46,28XX ADANAC ST,Hastings-Sunrise,496644.8933,5458305.31
Break and Enter Residential/Other,2023,3,16,16,27,28XX DUNDAS ST,Hastings-Sunrise,496654.0079,5459119.335
Break and Enter Residential/Other,2023,7,3,23,0,28XX DUNDAS ST,Hastings-Sunrise,496723.375,5459110.146
Break and Enter Residential/Other,2023,7,13,12,46,28XX MACKENZIE ST,Kitsilano,487604.7771,5456453.205
Break and Enter Residential/Other,2023,2,8,12,0,28XX MCGILL ST,Hastings-Sunrise,496669.1825,5459547.22
Break and Enter Residential/Other,2023,2,3,16,0,28XX MCGILL ST,Hastings-Sunrise,496785.591,5459541.878
